niveau,circ,rôle,nomComplet,prénom,nom,genre,parti,courriel,photo,source
AB,Lac Ste. Anne-Parkland,MLA,Shane Getson,Shane,Getson,,United Conservative Party,LacSteAnne.Parkland@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0917.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=67&leg=30
AB,Lacombe-Ponoka,MLA,Ronald Orr,Ronald,Orr,,United Conservative Party,Lacombe.Ponoka@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0893.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=68&leg=30
AB,Leduc-Beaumont,MLA,Brad Rutherford,Brad,Rutherford,,United Conservative Party,Leduc.Beaumont@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0938.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=69&leg=30
AB,Lesser Slave Lake,MLA,Pat Rehn,Pat,Rehn,,United Conservative Party,Lesser.SlaveLake@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0934.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=70&leg=30
AB,Lethbridge-East,MLA,Nathan Neudorf,Nathan,Neudorf,,United Conservative Party,Lethbridge.East@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0930.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=71&leg=30
AB,Lethbridge-West,MLA,Shannon Phillips,Shannon,Phillips,,Alberta New Democratic Party,Lethbridge.West@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0867.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=72&leg=30
AB,Livingstone-Macleod,MLA,Roger Reid,Roger,Reid,,United Conservative Party,Livingstone.Macleod@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0935.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=73&leg=30
AB,Maskwacis-Wetaskiwin,MLA,Rick Wilson,Rick,Wilson,,United Conservative Party,Maskwacis.Wetaskiwin@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0953.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=74&leg=30
AB,Morinville-St. Albert,MLA,Dale Nally,Dale,Nally,,United Conservative Party,Morinville.StAlbert@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0929.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=75&leg=30
AB,Olds-Didsbury-Three Hills,MLA,Nathan Cooper,Nathan,Cooper,,United Conservative Party,OldsDidsbury.ThreeHills@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0885.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=76&leg=30
AB,Peace River,MLA,Dan Williams,Dan,Williams,,United Conservative Party,Peace.River@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0952.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=77&leg=30
AB,Red Deer-North,MLA,Adriana LaGrange,Adriana,LaGrange,,United Conservative Party,RedDeer.North@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0924.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=78&leg=30
AB,Red Deer-South,MLA,Jason Stephan,Jason,Stephan,,United Conservative Party,RedDeer.South@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0947.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=79&leg=30
AB,Rimbey-Rocky Mountain House-Sundre,MLA,Jason Nixon,Jason,Nixon,,United Conservative Party,Rimbey.RockyMountainhouse.Sundre@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0892.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=80&leg=30
AB,Sherwood Park,MLA,Jordan Walker,Jordan,Walker,,United Conservative Party,Sherwood.Park@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0951.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=81&leg=30
AB,Spruce Grove-Stony Plain,MLA,Searle Turton,Searle,Turton,,United Conservative Party,SpruceGrove.StonyPlain@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0950.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=82&leg=30
AB,St. Albert,MLA,Marie Renaud,Marie,Renaud,,Alberta New Democratic Party,St.Albert@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0869.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=83&leg=30
AB,Strathcona-Sherwood Park,MLA,Nate Glubish,Nate,Glubish,,United Conservative Party,Strathcona.Sherwoodpark@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0919.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=84&leg=30
AB,Taber-Warner,MLA,Grant Hunter,Grant,Hunter,,United Conservative Party,Taber.Warner@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0889.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=85&leg=30
AB,Vermilion-Lloydminster-Wainwright,MLA,Garth Rowswell,Garth,Rowswell,,United Conservative Party,Vermilion.Lloydminster.Wainwright@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0937.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=86&leg=30
AB,West Yellowhead,MLA,Martin Long,Martin,Long,,United Conservative Party,West.Yellowhead@assembly.ab.ca,http://www.assembly.ab.ca/lao/mla/photos/m/ph-mla0925.jpg,http://www.assembly.ab.ca/net/index.aspx?p=mla_contact&rnumber=87&leg=30
BC,Abbotsford South,MLA,Darryl Plecas,Darryl,Plecas,,Independent,darryl.plecas.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Plecas-Darryl.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Plecas-Darryl
BC,Abbotsford West,MLA,Michael de Jong,Michael de,Jong,,British Columbia Liberal Party,mike.dejong.mla@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/dejong-Michael.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/dejong-Michael
BC,Abbotsford-Mission,MLA,Simon Gibson,Simon,Gibson,,British Columbia Liberal Party,simon.gibson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Gibson-Simon.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Gibson-Simon
BC,Boundary-Similkameen,MLA,Linda Larson,Linda,Larson,,British Columbia Liberal Party,linda.larson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Larson-Linda.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Larson-Linda
BC,Burnaby North,MLA,Janet Routledge,Janet,Routledge,,New Democratic Party of British Columbia,janet.routledge.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/routledge-Janet.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Routledge-Janet
BC,Burnaby-Deer Lake,MLA,Anne Kang,Anne,Kang,,New Democratic Party of British Columbia,anne.kang.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/kang-Anne.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Kang-Anne
BC,Burnaby-Edmonds,MLA,Raj Chouhan,Raj,Chouhan,,New Democratic Party of British Columbia,raj.chouhan.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Chouhan-Raj.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Chouhan-Raj
BC,Burnaby-Lougheed,MLA,Katrina Chen,Katrina,Chen,,New Democratic Party of British Columbia,katrina.chen.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/chen-Katrina.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Chen-Katrina
BC,Cariboo North,MLA,Coralee Oakes,Coralee,Oakes,,British Columbia Liberal Party,coralee.oakes.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Oakes-Coralee.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Oakes-Coralee
BC,Cariboo-Chilcotin,MLA,Donna Barnett,Donna,Barnett,,British Columbia Liberal Party,donna.barnett.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Barnett-Donna.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Barnett-Donna
BC,Chilliwack,MLA,John Martin,John,Martin,,British Columbia Liberal Party,john.martin.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Martin-John.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Martin-John
BC,Chilliwack-Kent,MLA,Laurie Throness,Laurie,Throness,,British Columbia Liberal Party,laurie.throness.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Throness-Laurie.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Throness-Laurie
BC,Columbia River-Revelstoke,MLA,Doug Clovechok,Doug,Clovechok,,British Columbia Liberal Party,doug.clovechok.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/clovechok-Doug.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Clovechok-Doug
BC,Coquitlam-Burke Mountain,MLA,Joan Isaacs,Joan,Isaacs,,British Columbia Liberal Party,joan.isaacs.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/isaacs-Joan.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Isaacs-Joan
BC,Coquitlam-Maillardville,MLA,Selina Robinson,Selina,Robinson,,New Democratic Party of British Columbia,selina.robinson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Robinson-Selina.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Robinson-Selina
BC,Courtenay-Comox,MLA,Ronna-Rae Leonard,Ronna-Rae,Leonard,,New Democratic Party of British Columbia,ronna-rae.leonard.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/leonard-Ronna-rae.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Leonard-Ronna-Rae
BC,Cowichan Valley,MLA,Sonia Furstenau,Sonia,Furstenau,,BC Green Party,sonia.furstenau.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/furstenau-Sonia.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Furstenau-Sonia
BC,Delta North,MLA,Ravi Kahlon,Ravi,Kahlon,,New Democratic Party of British Columbia,ravi.kahlon.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/kahlon-Ravi.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Kahlon-Ravi
BC,Delta South,MLA,Ian Paton,Ian,Paton,,British Columbia Liberal Party,ian.paton.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/paton-Ian.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Paton-Ian
BC,Esquimalt-Metchosin,MLA,Mitzi Dean,Mitzi,Dean,,New Democratic Party of British Columbia,mitzi.dean.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/dean-Mitzi.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Dean-Mitzi
BC,Fraser-Nicola,MLA,Jackie Tegart,Jackie,Tegart,,British Columbia Liberal Party,jackie.tegart.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Tegart-Jackie.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Tegart-Jackie
BC,Kamloops-North Thompson,MLA,Peter Milobar,Peter,Milobar,,British Columbia Liberal Party,peter.milobar.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/milobar-Peter.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Milobar-Peter
BC,Kamloops-South Thompson,MLA,Todd Stone,Todd,Stone,,British Columbia Liberal Party,todd.stone.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Stone-Todd.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Stone-Todd
BC,Kelowna West,MLA,Ben Stewart,Ben,Stewart,,British Columbia Liberal Party,Ben.Stewart.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/large/stewart-Ben.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Stewart-Ben
BC,Kelowna-Lake Country,MLA,Norm Letnick,Norm,Letnick,,British Columbia Liberal Party,norm.letnick.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Letnick-Norm.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Letnick-Norm
BC,Kelowna-Mission,MLA,Steve Thomson,Steve,Thomson,,British Columbia Liberal Party,steve.thomson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Thomson-Steve.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Thomson-Steve
BC,Kootenay East,MLA,Tom Shypitka,Tom,Shypitka,,British Columbia Liberal Party,tom.shypitka.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/shypitka-Tom.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Shypitka-Tom
BC,Kootenay West,MLA,Katrine Conroy,Katrine,Conroy,,New Democratic Party of British Columbia,katrine.conroy.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Conroy-Katrine.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Conroy-Katrine
BC,Langford-Juan de Fuca,MLA,John Horgan,John,Horgan,,New Democratic Party of British Columbia,john.horgan.mla@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Horgan-John.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Horgan-John
BC,Langley,MLA,Mary Polak,Mary,Polak,,British Columbia Liberal Party,mary.polak.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Polak-Mary.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Polak-Mary
BC,Langley East,MLA,Rich Coleman,Rich,Coleman,,British Columbia Liberal Party,rich.coleman.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Coleman-Rich.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Coleman-Rich
BC,Maple Ridge-Mission,MLA,Bob D'Eith,Bob,D'Eith,,New Democratic Party of British Columbia,bob.deith.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/deith-Bob.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/D'Eith-Bob
BC,Maple Ridge-Pitt Meadows,MLA,Lisa Beare,Lisa,Beare,,New Democratic Party of British Columbia,lisa.beare.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/beare-Lisa.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Beare-Lisa
BC,Mid Island-Pacific Rim,MLA,Scott Fraser,Scott,Fraser,,New Democratic Party of British Columbia,scott.fraser.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Fraser-Scott.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Fraser-Scott
BC,Nanaimo,MLA,Sheila Malcolmson,Sheila,Malcolmson,,New Democratic Party of British Columbia,sheila.malcolmson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/malcolmson-Sheila.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Malcolmson-Sheila
BC,Nanaimo-North Cowichan,MLA,Doug Routley,Doug,Routley,,New Democratic Party of British Columbia,douglas.routley.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Routley-Doug.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Routley-Doug
BC,Nechako Lakes,MLA,John Rustad,John,Rustad,,British Columbia Liberal Party,john.rustad.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Rustad-John.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Rustad-John
BC,Nelson-Creston,MLA,Michelle Mungall,Michelle,Mungall,,New Democratic Party of British Columbia,michelle.mungall.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Mungall-Michelle.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Mungall-Michelle
BC,New Westminster,MLA,Judy Darcy,Judy,Darcy,,New Democratic Party of British Columbia,judy.darcy.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Darcy-Judy.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Darcy-Judy
BC,North Coast,MLA,Jennifer Rice,Jennifer,Rice,,New Democratic Party of British Columbia,jennifer.rice.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Rice-Jennifer.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Rice-Jennifer
BC,North Island,MLA,Claire Trevena,Claire,Trevena,,New Democratic Party of British Columbia,claire.trevena.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Trevena-Claire.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Trevena-Claire
BC,North Vancouver-Lonsdale,MLA,Bowinn Ma,Bowinn,Ma,,New Democratic Party of British Columbia,bowinn.ma.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/ma-Bowinn.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Ma-Bowinn
BC,North Vancouver-Seymour,MLA,Jane Thornthwaite,Jane,Thornthwaite,,British Columbia Liberal Party,jane.thornthwaite.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Thornthwaite-Jane.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Thornthwaite-Jane
BC,Oak Bay-Gordon Head,MLA,Andrew Weaver,Andrew,Weaver,,Independent,andrew.weaver.mla@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Weaver-Andrew.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Weaver-Andrew
BC,Parksville-Qualicum,MLA,Michelle Stilwell,Michelle,Stilwell,,British Columbia Liberal Party,michelle.stilwell.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Stilwell-Michelle.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Stilwell-Michelle
BC,Peace River North,MLA,Dan Davies,Dan,Davies,,British Columbia Liberal Party,dan.davies.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/davies-Dan.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Davies-Dan
BC,Peace River South,MLA,Mike Bernier,Mike,Bernier,,British Columbia Liberal Party,mike.bernier.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Bernier-Mike.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Bernier-Mike
BC,Penticton,MLA,Dan Ashton,Dan,Ashton,,British Columbia Liberal Party,dan.ashton.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Ashton-Dan.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Ashton-Dan
BC,Port Coquitlam,MLA,Mike Farnworth,Mike,Farnworth,,New Democratic Party of British Columbia,mike.farnworth.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Farnworth-Mike.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Farnworth-Mike
BC,Port Moody-Coquitlam,MLA,Rick Glumac,Rick,Glumac,,New Democratic Party of British Columbia,rick.glumac.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/glumac-Rick.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Glumac-Rick
BC,Powell River-Sunshine Coast,MLA,Nicholas Simons,Nicholas,Simons,,New Democratic Party of British Columbia,nicholas.simons.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Simons-Nicholas.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Simons-Nicholas
BC,Prince George-Mackenzie,MLA,Mike Morris,Mike,Morris,,British Columbia Liberal Party,mike.morris.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Morris-Mike.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Morris-Mike
BC,Prince George-Valemount,MLA,Shirley Bond,Shirley,Bond,,British Columbia Liberal Party,shirley.bond.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Bond-Shirley.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Bond-Shirley
BC,Richmond North Centre,MLA,Teresa Wat,Teresa,Wat,,British Columbia Liberal Party,teresa.wat.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Wat-Teresa.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Wat-Teresa
BC,Richmond South Centre,MLA,Linda Reid,Linda,Reid,,British Columbia Liberal Party,linda.reid.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Reid-Linda.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Reid-Linda
BC,Richmond-Queensborough,MLA,Jas Johal,Jas,Johal,,British Columbia Liberal Party,jas.johal.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/johal-Jas.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Johal-Jas
BC,Richmond-Steveston,MLA,John Yap,John,Yap,,British Columbia Liberal Party,john.yap.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/yap-john.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Yap-John
BC,Saanich North and the Islands,MLA,Adam Olsen,Adam,Olsen,,BC Green Party,adam.olsen.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/olsen-Adam.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Olsen-Adam
BC,Saanich South,MLA,Lana Popham,Lana,Popham,,New Democratic Party of British Columbia,lana.popham.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Popham-Lana.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Popham-Lana
BC,Shuswap,MLA,Greg Kyllo,Greg,Kyllo,,British Columbia Liberal Party,greg.kyllo.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Kyllo-Greg.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Kyllo-Greg
BC,Skeena,MLA,Ellis Ross,Ellis,Ross,,British Columbia Liberal Party,ellis.ross.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/ross-Ellis.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Ross-Ellis
BC,Stikine,MLA,Doug Donaldson,Doug,Donaldson,,New Democratic Party of British Columbia,doug.donaldson.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Donaldson-Doug.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Donaldson-Doug
BC,Surrey South,MLA,Stephanie Cadieux,Stephanie,Cadieux,,British Columbia Liberal Party,stephanie.cadieux.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Cadieux-Stephanie.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Cadieux-Stephanie
BC,Surrey-Cloverdale,MLA,Marvin Hunt,Marvin,Hunt,,British Columbia Liberal Party,marvin.hunt.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Hunt-Marvin.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Hunt-Marvin
BC,Surrey-Fleetwood,MLA,Jagrup Brar,Jagrup,Brar,,New Democratic Party of British Columbia,jagrup.brar.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/brar-Jagrup.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Brar-Jagrup
BC,Surrey-Green Timbers,MLA,Rachna Singh,Rachna,Singh,,New Democratic Party of British Columbia,rachna.singh.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/singh-Rachna.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Singh-Rachna
BC,Surrey-Guildford,MLA,Garry Begg,Garry,Begg,,New Democratic Party of British Columbia,garry.begg.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/begg-Garry.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Begg-Garry
BC,Surrey-Newton,MLA,Harry Bains,Harry,Bains,,New Democratic Party of British Columbia,harry.bains.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Bains-Harry.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Bains-Harry
BC,Surrey-Panorama,MLA,Jinny Sims,Jinny,Sims,,New Democratic Party of British Columbia,jinny.sims.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/sims-Jinny.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Sims-Jinny
BC,Surrey-Whalley,MLA,Bruce Ralston,Bruce,Ralston,,New Democratic Party of British Columbia,bruce.ralston.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Ralston-Bruce.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Ralston-Bruce
BC,Vancouver-Fairview,MLA,George Heyman,George,Heyman,,New Democratic Party of British Columbia,george.heyman.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Heyman-George.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Heyman-George
BC,Vancouver-False Creek,MLA,Sam Sullivan,Sam,Sullivan,,British Columbia Liberal Party,sam.sullivan.MLA@leg.bc.ca,https://www.leg.bc.ca/assets/Members/41st-Parliament/Large/Sullivan-Sam.jpg,https://www.leg.bc.ca/learn-about-us/members/41st-Parliament/Sullivan-Sam
